user_id,date,screen_time_minutes,keystroke_speed_wpm,sleep_hours_last_night,task_switch_frequency_per_hr,break_frequency_per_hr,stress_level,day_of_week,is_weekend,sleep_3d_avg,screen_time_3d_avg,stress_3d_avg,stress_7d_avg,wpm_7d_avg,wpm_drift,task_switch_7d_avg,task_switch_drift
U0001,2025-01-14,285.15,70.68,7.36,5.86,0.86,42.47,1,0,6.406666666666666,271.9266666666667,35.49333333333333,33.03285714285714,72.92571428571429,0.9692053207875481,6.138571428571429,0.9546179468639452
U0001,2025-01-15,316.97,71.15,6.65,3.81,1.38,41.11,2,0,6.656666666666666,320.02,42.27,34.84142857142857,72.05999999999999,0.9873714977280743,5.8999999999999995,0.645761617353191
U0001,2025-01-16,326.41,60.76,5.59,5.72,2.05,58.38,3,0,6.533333333333334,309.51,47.31999999999999,36.98428571428571,70.54142857142857,0.8613376935668228,5.5371428571428565,1.033021870187541
U0001,2025-01-17,319.45,82.32,4.71,7.8,1.35,72.02,4,0,5.6499999999999995,320.9433333333333,57.169999999999995,40.41428571428571,71.86428571428571,1.1454923363791598,5.531428571428571,1.410121417652396
U0001,2025-01-18,248.17,73.76,6.72,9.77,0.75,56.59,5,1,5.673333333333333,298.01,62.32999999999999,47.797142857142866,71.17428571428572,1.0363291868189894,6.158571428571428,1.586404290227318
U0001,2025-01-19,157.11,69.22,6.49,7.98,1.47,61.1,6,1,5.973333333333334,241.57666666666663,63.23666666666666,53.55714285714286,71.69285714285714,0.9655074871265835,6.645714285714285,1.2007720538683628
U0001,2025-01-20,317.15,67.0,7.26,10.27,0.4,71.36,0,0,6.823333333333333,240.80999999999997,63.01666666666667,57.575714285714284,70.69857142857143,0.9476852101720287,7.315714285714285,1.4038254585475085
U0001,2025-01-21,281.5,66.27,5.47,11.23,0.23,83.89,1,0,6.406666666666666,251.92,72.11666666666667,63.49285714285714,70.06857142857143,0.945787664726112,8.082857142857142,1.3893584790545508
U0001,2025-01-22,302.14,67.93,7.7,6.0,1.62,69.92,2,0,6.81,300.2633333333333,75.05666666666667,67.60857142857142,69.60857142857142,0.9758854239790263,8.395714285714286,0.7146494805944591
U0001,2025-01-23,328.01,69.28,5.52,8.46,0.91,87.32,3,0,6.2299999999999995,303.8833333333333,80.37666666666667,71.74285714285715,70.82571428571428,0.9781756656736927,8.787142857142857,0.9627691855983908
U0001,2025-01-24,324.61,60.86,5.67,12.32,1.36,97.99,4,0,6.296666666666667,318.25333333333333,85.07666666666667,75.45285714285714,67.76,0.8981698792547402,9.432857142857143,1.306071612524415
U0001,2025-01-25,162.94,61.3,6.93,11.76,1.33,70.12,5,1,6.039999999999999,271.8533333333333,85.14333333333333,77.38571428571427,65.98,0.9290692741634927,9.717142857142859,1.2102310391624118
U0001,2025-01-26,185.7,64.29,8.83,7.7,0.47,52.74,6,1,7.1433333333333335,224.41666666666666,73.61666666666666,76.19142857142857,65.27571428571429,0.984899067815782,9.677142857142856,0.795688578414519
U0001,2025-01-27,329.19,72.19,6.73,9.51,1.61,71.22,0,0,7.496666666666667,225.9433333333333,64.69333333333333,76.17142857142858,66.01714285714286,1.0935036861740282,9.56857142857143,0.9938777310922488
U0001,2025-01-28,273.41,73.72,9.11,9.05,0.94,61.09,1,0,8.223333333333334,262.76666666666665,61.68333333333334,72.91428571428571,67.08142857142857,1.098962717108439,9.257142857142856,0.9776224007165426
U0001,2025-01-29,296.38,72.72,7.13,11.06,0.84,67.81,2,0,7.656666666666666,299.66,66.70666666666666,72.61285714285714,67.76571428571428,1.0731088727598848,9.98,1.1082153224295368
U0001,2025-01-30,324.54,69.66,5.88,7.93,0.9,83.28,3,0,7.373333333333332,298.10999999999996,70.72666666666667,72.03571428571429,67.82000000000001,1.0271304884797272,9.904285714285715,0.8006626850369544
U0001,2025-01-31,356.0,71.67,5.25,8.71,1.28,100.0,4,0,6.086666666666666,325.64000000000004,83.69666666666666,72.32285714285715,69.36428571428571,1.0332405059688283,9.388571428571428,0.9277226880616533
U0001,2025-02-01,210.44,67.63,7.28,10.67,1.03,78.85,5,1,6.136666666666667,296.99333333333334,87.37666666666667,73.57000000000001,70.26857142857143,0.9624500541361636,9.232857142857142,1.1556540167757827
U0001,2025-02-02,239.67,70.79,7.9,9.21,1.17,57.04,6,1,6.81,268.7033333333333,78.63,74.1842857142857,71.19714285714285,0.9942813323173217,9.448571428571428,0.9747494975436224
U0001,2025-02-03,314.96,63.73,6.15,7.01,0.78,81.99,0,0,7.11,255.0233333333333,72.62666666666665,75.72285714285714,69.98857142857143,0.9105771069962493,9.09142857142857,0.7710550915484538
U0001,2025-02-04,295.51,71.22,6.47,11.13,0.1,90.77,1,0,6.84,283.37999999999994,76.59999999999998,79.96285714285715,69.63142857142857,1.0228138533565103,9.388571428571428,1.1854826082808496
U0001,2025-02-05,283.88,66.86,7.07,11.1,0.17,100.0,2,0,6.5633333333333335,298.1166666666666,90.92,84.56142857142858,68.79428571428572,0.9718829054908974,9.394285714285715,1.1815680853137778
U0001,2025-02-06,225.61,66.71,7.02,9.68,0.92,87.87,3,0,6.853333333333333,268.3333333333333,92.88,85.21714285714286,68.37285714285714,0.9756794293943709,9.644285714285715,1.0037021143660494
U0001,2025-02-07,282.01,73.46,6.27,10.75,0.24,100.0,4,0,6.786666666666666,263.8333333333333,95.95666666666666,85.21714285714286,68.62857142857143,1.0703995109742592,9.935714285714285,1.081954338795058
U0001,2025-02-08,140.0,68.5,6.28,16.49,0.7,88.03,5,1,6.523333333333333,215.87333333333336,91.96666666666665,86.52857142857142,68.75285714285714,0.996322085850882,10.767142857142858,1.5315097889653013
U0001,2025-02-09,253.75,60.37,7.4,13.14,0.57,87.36,6,1,6.6499999999999995,225.25333333333333,91.79666666666667,90.86,67.26428571428572,0.8975043796850236,11.328571428571426,1.1598980934064753
U0001,2025-02-10,258.47,62.34,6.33,8.95,0.1,100.0,0,0,6.670000000000001,217.40666666666667,91.79666666666667,93.43285714285715,67.06571428571428,0.9295359241095841,11.605714285714285,0.7711711720583205
U0001,2025-02-11,381.6,56.33,7.71,14.84,0.13,100.0,1,0,7.146666666666666,297.94000000000005,95.78666666666665,94.75142857142858,64.93857142857142,0.8674350249236603,12.135714285714284,1.2228359552852637
U0001,2025-02-12,325.7,60.51,6.85,12.66,0.1,100.0,2,0,6.963333333333334,321.92333333333335,100.0,94.75142857142858,64.03142857142858,0.9450045376147479,12.358571428571427,1.024389415012611
U0001,2025-02-13,388.11,57.32,7.05,16.78,0.1,100.0,3,0,7.203333333333333,365.1366666666667,100.0,96.48428571428572,62.69,0.9143402593172341,13.372857142857143,1.2547795338685253
U0001,2025-02-14,329.39,60.39,6.98,12.1,0.1,100.0,4,0,6.96,347.73333333333335,100.0,96.48428571428572,60.82285714285714,0.992883151301624,13.565714285714288,0.8919538496549128
U0001,2025-02-15,239.58,71.48,8.74,12.77,0.53,82.18,5,1,7.590000000000001,319.0266666666667,94.05999999999999,95.64857142857144,61.24857142857143,1.1670474373902118,13.034285714285714,0.9797230536977888
U0001,2025-02-16,230.37,68.02,8.76,11.5,0.42,85.28,6,1,8.16,266.44666666666666,89.15333333333332,95.35142857142857,62.34142857142857,1.091088071733621,12.799999999999999,0.8984367980962515
U0001,2025-02-17,386.62,61.87,5.8,11.33,0.34,100.0,0,0,7.766666666666667,285.52333333333337,89.15333333333332,95.35142857142857,62.27428571428572,0.9935078235787582,13.14,0.8622520074185636
U0001,2025-02-18,293.2,68.81,7.32,11.67,0.64,100.0,1,0,7.293333333333334,303.3966666666667,95.09333333333332,95.35142857142857,64.05714285714285,1.0741969777123364,12.687142857142858,0.9198281230945995
U0001,2025-02-19,321.11,65.59,5.78,11.48,1.02,100.0,2,0,6.300000000000001,333.6433333333334,100.0,95.35142857142857,64.78285714285714,1.0124590480900297,12.51857142857143,0.9170368116789134
U0001,2025-02-20,351.42,64.74,5.17,12.52,0.1,100.0,3,0,6.090000000000001,321.91,100.0,95.35142857142857,65.84285714285714,0.9832500133922738,11.91,1.0512165816821313
U0001,2025-02-21,279.6,61.2,8.16,13.81,0.1,100.0,4,0,6.37,317.3766666666667,100.0,95.35142857142857,65.95857142857143,0.9278550064979089,12.154285714285715,1.1362237948323268
U0001,2025-02-22,177.24,64.5,8.13,13.65,0.55,97.08,5,1,7.153333333333333,269.4200000000001,99.02666666666666,97.48,64.96142857142857,0.9928967310211089,12.28,1.1115626127340288
U0001,2025-02-23,166.85,70.28,7.41,8.46,0.9,85.81,6,1,7.900000000000001,207.89666666666668,94.29666666666667,97.55571428571429,65.28428571428572,1.0765222973006832,11.845714285714285,0.7141817415253028
U0001,2025-02-24,331.26,58.32,6.38,14.26,0.71,100.0,0,0,7.3066666666666675,225.11666666666667,94.29666666666667,97.55571428571429,64.77714285714286,0.9003174333490199,12.264285714285714,1.1627247362756956
U0001,2025-02-25,347.8,60.45,6.79,13.66,0.1,100.0,1,0,6.86,281.97,95.27,97.55571428571429,63.582857142857144,0.9507278094927953,12.54857142857143,1.088569260019943
U0001,2025-02-26,419.15,63.02,5.62,13.33,0.63,100.0,2,0,6.2633333333333345,366.07,100.0,97.55571428571429,63.215714285714284,0.9969038670690591,12.812857142857142,1.0403604323198767
U0001,2025-02-27,415.28,58.36,8.2,11.58,0.1,100.0,3,0,6.870000000000001,394.07666666666665,100.0,97.55571428571429,62.30428571428571,0.9366930374693035,12.678571428571429,0.9133513922862259
U0001,2025-02-28,230.67,63.08,5.86,15.15,0.23,100.0,4,0,6.560000000000001,355.0333333333333,100.0,97.55571428571429,62.57285714285714,1.0081046766801502,12.870000000000001,1.1771552625056234
U0001,2025-03-01,249.82,59.9,9.36,9.93,0.59,93.27,5,1,7.8066666666666675,298.59,97.75666666666666,97.01142857142857,61.91571428571429,0.9674440651552004,12.338571428571429,0.8047926787601306
U0002,2025-01-01,310.28,68.4,9.0,5.09,1.77,23.16,2,0,9.0,310.28,23.16,23.16,68.4,0.9999998538011909,5.09,0.9999980353673176
U0002,2025-01-02,290.26,61.53,7.67,6.07,2.53,32.7,3,0,8.335,300.27,27.93,27.93,64.965,0.9471252294119556,5.58,1.087811670588404
U0002,2025-01-03,283.0,76.13,7.91,5.23,2.59,25.47,4,0,8.193333333333333,294.5133333333333,27.11,27.11,68.68666666666667,1.1083663338300007,5.463333333333334,0.9572892789091906
U0002,2025-01-04,255.66,63.27,12.0,4.46,2.74,0.0,5,1,9.193333333333333,276.3066666666667,19.39,20.3325,67.3325,0.9396649553091071,5.2125,0.8556338501029255
U0002,2025-01-05,161.27,73.66,9.8,1.48,1.41,0.0,6,1,9.903333333333334,233.31000000000003,8.49,16.266,68.598,1.0737920823067608,4.466,0.3313920031527023
U0002,2025-01-06,328.96,65.94,8.47,7.67,2.49,20.89,0,0,10.090000000000002,248.63,6.963333333333334,17.036666666666665,68.155,0.9675004082605225,5.0,1.5339969320061362
U0002,2025-01-07,332.51,70.29,8.72,4.93,0.97,20.43,1,0,8.996666666666668,274.24666666666667,13.773333333333333,17.521428571428572,68.46000000000001,1.0267307877985994,4.99,0.9879739719960481
U0002,2025-01-08,326.81,70.2,7.43,3.12,1.74,17.94,2,0,8.206666666666665,329.4266666666667,19.753333333333334,16.775714285714287,68.71714285714286,1.0215789956539651,4.708571428571429,0.6626199519600535
U0002,2025-01-09,339.65,66.14,8.68,4.05,1.59,20.27,3,0,8.276666666666666,332.99,19.546666666666667,15.0,69.37571428571428,0.9533594161498278,4.42,0.9162875197114939
U0002,2025-01-10,288.05,68.66,7.3,1.0,1.95,24.34,4,0,7.803333333333334,318.17,20.849999999999998,14.838571428571429,68.30857142857143,1.0051445742845069,3.815714285714286,0.2620734427128046
U0002,2025-01-11,230.88,67.81,10.75,4.56,2.31,0.98,5,1,8.909999999999998,286.1933333333333,15.196666666666667,14.978571428571428,68.95714285714287,0.9833642659301871,3.8299999999999996,1.1905974135837765
U0002,2025-01-12,150.76,80.24,9.71,4.38,1.69,0.0,6,1,9.253333333333332,223.23000000000002,8.44,14.978571428571428,69.89714285714285,1.1479723668286754,4.244285714285714,1.0319733342937263
U0002,2025-01-13,252.21,83.76,9.59,7.24,1.94,9.86,0,0,10.016666666666666,211.28333333333333,3.6133333333333333,13.402857142857142,72.44285714285715,1.1562214929293935,4.182857142857143,1.7308701789305831
U0002,2025-01-14,305.83,64.59,7.13,2.16,1.68,15.38,1,0,8.81,236.26666666666665,8.413333333333334,12.68142857142857,71.62857142857142,0.9017350157131012,3.787142857142857,0.5703493049999492
U0002,2025-01-15,336.34,64.0,10.42,4.99,3.19,18.56,2,0,9.046666666666665,298.1266666666666,14.6,12.769999999999998,70.74285714285715,0.9046848478838058,4.054285714285714,1.230793299664166
U0002,2025-01-16,367.86,63.99,8.3,2.23,2.46,30.89,3,0,8.616666666666665,336.6766666666667,21.61,14.287142857142856,70.43571428571428,0.908487853982051,3.794285714285714,0.5877243546421377
U0002,2025-01-17,322.0,65.12,7.34,4.03,1.7,24.06,4,0,8.686666666666666,342.06666666666666,24.50333333333333,14.247142857142856,69.92999999999999,0.931216798052796,4.227142857142858,0.953360367177232
U0002,2025-01-18,139.28,70.32,10.29,4.83,2.12,0.0,5,1,8.643333333333333,276.38000000000005,18.316666666666666,14.107142857142858,70.28857142857143,1.0004469939610388,4.265714285714286,1.1322813375856118
U0002,2025-01-19,152.7,68.87,9.51,6.5,1.17,5.9,6,1,9.046666666666665,204.66,9.986666666666666,14.950000000000001,68.66428571428571,1.0029957969214485,4.5685714285714285,1.4227611134059432
U0002,2025-01-20,322.35,69.77,8.08,1.0,1.77,13.49,0,0,9.293333333333331,204.77666666666667,6.463333333333334,15.468571428571426,66.66571428571429,1.0465647939409084,3.6771428571428575,0.271949532382779
U0002,2025-01-21,332.57,62.67,7.21,5.54,3.39,13.1,1,0,8.266666666666666,269.2066666666667,10.83,15.142857142857142,66.39142857142858,0.9439470110679287,4.159999999999999,1.3317275679625773
U0002,2025-01-22,278.34,73.4,8.59,3.85,2.42,12.29,2,0,7.959999999999998,311.08666666666664,12.96,14.247142857142856,67.73428571428572,1.0836460204681708,3.9971428571428573,0.9631855817372865
U0002,2025-01-23,361.54,59.52,9.27,2.93,2.08,20.18,3,0,8.356666666666666,324.15000000000003,15.19,12.717142857142859,67.0957142857143,0.887090803976502,4.097142857142857,0.7151307510755728
U0002,2025-01-24,367.78,70.06,9.23,4.18,1.76,21.75,4,0,9.03,335.8866666666667,18.073333333333334,12.387142857142859,67.80142857142857,1.033311408668594,4.118571428571428,1.0149125548429123
U0002,2025-01-25,157.73,57.33,10.63,5.72,1.86,2.51,5,1,9.709999999999999,295.68333333333334,14.813333333333333,12.745714285714286,65.94571428571429,0.869351282755102,4.2457142857142856,1.3472377420376198
U0002,2025-01-26,235.22,59.02,9.99,4.3,2.01,8.31,6,1,9.95,253.57666666666668,10.856666666666667,13.09,64.53857142857143,0.9144917457679301,3.9314285714285715,1.0937472179394891
U0002,2025-01-27,286.81,72.83,9.06,5.19,1.56,17.22,0,0,9.893333333333333,226.58666666666667,9.346666666666666,13.622857142857143,64.97571428571429,1.1208801564065454,4.53,1.1456928351151543
U0002,2025-01-28,322.27,70.06,8.9,4.17,2.32,27.97,1,0,9.316666666666665,281.43333333333334,17.833333333333332,15.747142857142856,66.03142857142858,1.0610097480189469,4.3342857142857145,0.9620940228549242
U0002,2025-01-29,307.84,62.91,8.92,3.37,2.75,18.54,2,0,8.959999999999999,305.63999999999993,21.243333333333332,16.639999999999997,64.53285714285714,0.9748520836790874,4.265714285714286,0.79001824175228
U0002,2025-01-30,333.98,67.02,8.39,3.04,1.78,24.29,3,0,8.736666666666665,321.3633333333333,23.599999999999998,17.227142857142855,65.60428571428572,1.021579444917446,4.281428571428571,0.7100417182876118
U0002,2025-01-31,255.17,75.3,9.49,7.02,1.18,25.68,4,0,8.933333333333332,298.99666666666667,22.836666666666662,17.78857142857143,66.35285714285715,1.1348416917369937,4.687142857142858,1.497710916191279
U0002,2025-02-01,153.59,59.48,9.18,7.99,2.33,3.09,5,1,9.019999999999998,247.58,17.686666666666667,17.87142857142857,66.66,0.8922890950661423,5.011428571428572,1.5943525768335127
U0002,2025-02-02,126.02,67.36,10.52,5.09,2.89,0.0,6,1,9.729999999999999,178.26,9.59,16.684285714285714,67.85142857142857,0.992757138510612,5.124285714285714,0.9933072335794161
U0002,2025-02-03,316.57,77.78,8.95,7.69,2.8,14.33,0,0,9.549999999999999,198.7266666666667,5.8066666666666675,16.27142857142857,68.55857142857143,1.1345042207595268,5.481428571428571,1.4029163876948885
U0002,2025-02-04,291.01,81.06,7.75,6.05,1.71,21.73,1,0,9.073333333333332,244.5333333333333,12.020000000000001,15.379999999999999,70.13,1.155853250270462,5.75,1.0521720831789858
U0002,2025-02-05,270.44,63.31,9.81,1.69,2.41,12.3,2,0,8.836666666666666,292.67333333333335,16.12,14.48857142857143,70.18714285714286,0.9020169279249659,5.51,0.3067145068702235
U0002,2025-02-06,238.39,66.69,7.45,8.34,1.87,20.43,3,0,8.336666666666666,266.61333333333334,18.153333333333332,13.937142857142858,70.14,0.9508125248342564,6.267142857142858,1.3307478196410445
U0002,2025-02-07,284.4,72.39,8.49,4.69,2.54,13.75,4,0,8.583333333333332,264.41,15.493333333333332,12.232857142857142,69.72428571428573,1.0382320718826292,5.934285714285714,0.7903212488568268
U0002,2025-02-08,199.92,67.03,9.22,2.79,3.29,0.0,5,1,8.386666666666665,240.9033333333333,11.39333333333333,11.791428571428572,70.80285714285715,0.9467130739883071,5.191428571428572,0.5374232905990549
U0002,2025-02-09,175.59,67.8,10.25,5.31,3.28,0.0,6,1,9.319999999999999,219.97,4.583333333333332,11.791428571428572,70.86571428571429,0.9567389691333147,5.222857142857143,1.0166829549286966
U0002,2025-02-10,177.0,74.6,10.13,1.0,1.83,3.26,0,0,9.866666666666665,184.17,1.0866666666666653,10.209999999999999,70.41142857142857,1.059486945779731,4.267142857142857,0.23434829580245378
U0002,2025-02-11,261.67,62.82,7.33,8.5,2.47,30.21,1,0,9.236666666666666,204.75333333333333,11.156666666666666,11.421428571428573,67.80571428571429,0.9264704515992507,4.617142857142857,1.8409613593039866
U0002,2025-02-12,245.86,68.86,9.46,4.74,2.25,10.47,2,0,8.973333333333331,228.17666666666665,14.646666666666667,11.16,68.59857142857143,1.0038108451513792,5.0528571428571425,0.9380812647529396
U0002,2025-02-13,286.36,71.93,8.39,5.89,1.82,29.78,3,0,8.393333333333333,264.63000000000005,23.486666666666668,12.495714285714286,69.34714285714286,1.0372451793107915,4.702857142857143,1.2524274705369702
U0002,2025-02-14,324.39,60.02,7.66,8.53,1.38,28.56,4,0,8.503333333333332,285.53666666666663,22.936666666666667,14.611428571428572,67.58,0.888132452185195,5.251428571428571,1.6243168198537163
U0002,2025-02-15,97.78,61.97,11.55,8.51,0.96,6.59,5,1,9.2,236.1766666666667,21.643333333333334,15.552857142857144,66.85714285714286,0.9269015707625855,6.0685714285714285,1.4023046572192561
U0002,2025-02-16,172.32,73.23,10.45,4.94,1.83,4.7,6,1,9.886666666666665,198.16333333333333,13.283333333333333,16.224285714285713,67.63285714285715,1.0827575865639458,6.015714285714286,0.8211812518953305
U0002,2025-02-17,326.92,69.22,10.89,4.63,2.01,11.58,0,0,10.963333333333331,199.00666666666666,7.623333333333334,17.412857142857145,66.86428571428573,1.0352311238838183,6.534285714285714,0.7085690948876991
U0002,2025-02-18,261.65,60.22,8.2,6.1,3.0,21.37,1,0,9.846666666666666,253.63,12.550000000000002,16.15,66.49285714285715,0.9056610518932782,6.191428571428571,0.9852314497876907
U0002,2025-02-19,320.38,69.65,8.27,6.97,2.83,27.31,2,0,9.12,302.9833333333333,20.086666666666666,18.555714285714284,66.60571428571428,1.0457059171254843,6.51,1.0706588776361328
U0002,2025-02-20,239.09,65.25,6.9,5.05,2.26,21.93,3,0,7.7899999999999965,273.70666666666665,23.536666666666665,17.434285714285714,65.65142857142857,0.9938853042650115,6.390000000000001,0.7902961028230002
U0002,2025-02-21,262.68,60.75,8.92,3.4,2.67,15.17,4,0,8.03,274.05,21.47,15.52142857142857,65.75571428571428,0.9238739388838,5.6571428571428575,0.6010090386203862
U0002,2025-02-22,97.76,70.84,10.81,5.37,1.57,0.0,5,1,8.876666666666665,199.84333333333333,12.366666666666667,14.58,67.02285714285715,1.0569526942051994,5.208571428571429,1.0309908894854014
U0002,2025-02-23,182.16,59.92,9.66,6.97,1.82,3.84,6,1,9.796666666666665,180.86666666666665,6.336666666666666,14.457142857142857,65.12142857142858,0.920127093541962,5.498571428571429,1.267599669213384
U0002,2025-02-24,281.6,65.24,8.92,8.62,2.35,15.13,0,0,9.796666666666665,187.17333333333332,6.323333333333333,14.964285714285714,64.55285714285715,1.0106444978752407,6.0685714285714285,1.4204308043748515
U0002,2025-02-25,340.44,59.56,9.37,7.29,1.34,19.61,1,0,9.316666666666665,268.06666666666666,12.86,14.712857142857144,64.45857142857143,0.9240042005268189,6.2385714285714275,1.168534879838755
U0002,2025-02-26,302.05,71.17,9.8,7.16,2.42,20.5,2,0,9.363333333333332,308.03,18.41333333333333,13.74,64.67571428571429,1.1004128795774488,6.265714285714286,1.14272503441057
U0002,2025-02-27,221.93,72.46,8.67,5.27,2.22,19.03,3,0,9.28,288.14000000000004,19.713333333333335,13.325714285714286,65.7057142857143,1.102795849033114,6.297142857142857,0.8368861483205449
U0002,2025-02-28,293.05,73.06,9.87,3.97,2.05,17.02,4,0,9.446666666666665,272.3433333333333,18.849999999999998,13.590000000000002,67.46428571428571,1.0829431957521998,6.378571428571428,0.6223954408134188
U0002,2025-03-01,162.76,63.16,9.8,7.56,1.87,2.88,5,1,9.446666666666664,225.91333333333333,12.976666666666667,14.001428571428573,66.36714285714285,0.9516755997647459,6.691428571428572,1.1298018982465226
U0003,2025-01-01,373.93,77.4,7.46,5.16,2.53,21.31,2,0,7.46,373.93,21.31,21.31,77.4,0.9999998708010502,5.16,0.9999980620192598
U0003,2025-01-02,403.3,74.52,10.36,1.64,1.12,12.88,3,0,8.91,388.615,17.095,17.095,75.96000000000001,0.981042524875918,3.4,0.48235152249552204
U0003,2025-01-03,301.41,68.36,9.74,2.99,1.62,18.74,4,0,9.186666666666667,359.5466666666667,17.643333333333334,17.643333333333334,73.42666666666666,0.9309967862270584,3.263333333333333,0.9162382546325191
U0003,2025-01-04,193.73,76.36,10.68,4.67,1.59,8.68,5,1,10.26,299.47999999999996,13.433333333333332,15.4025,74.16,1.0296654490742383,3.615,1.2918359838561995
U0003,2025-01-05,249.4,75.41,9.78,5.58,3.23,0.0,6,1,10.066666666666666,248.17999999999998,9.139999999999999,12.322,74.41,1.0134389176940037,4.008,1.3922120952792036
U0003,2025-01-06,386.9,69.83,8.42,4.01,1.92,15.57,0,0,9.626666666666667,276.6766666666667,8.083333333333334,12.863333333333335,73.64666666666666,0.9481758466313235,4.008333333333334,1.0004133045821924
U0003,2025-01-07,324.45,75.31,7.77,3.9,2.32,19.91,1,0,8.656666666666666,320.25,11.826666666666668,13.870000000000001,73.88428571428572,1.019296445502134,3.992857142857143,0.9767417398239073
U0003,2025-01-08,431.55,81.93,7.43,3.77,1.81,26.92,2,0,7.873333333333332,380.9666666666667,20.8,14.671428571428573,74.53142857142858,1.0992676589957522,3.794285714285714,0.993596778924152
U0003,2025-01-09,323.64,73.47,9.28,1.5,1.37,22.26,3,0,8.159999999999998,359.87999999999994,23.03,16.011428571428574,74.38142857142857,0.9877464245256117,3.774285714285714,0.39742513929751133
U0003,2025-01-10,338.62,74.07,8.0,4.97,2.59,37.73,4,0,8.236666666666666,364.6033333333333,28.970000000000002,18.724285714285713,75.19714285714285,0.9850106976884592,4.057142857142857,1.224996980641245
U0003,2025-01-11,301.49,67.29,9.92,1.72,2.23,0.0,5,1,9.066666666666666,321.25,19.99666666666667,17.484285714285715,73.90142857142858,0.9105370788548538,3.6357142857142857,0.4730831781602172
U0003,2025-01-12,278.83,75.48,10.75,7.13,2.58,6.43,6,1,9.556666666666667,306.31333333333333,14.72,18.40285714285714,73.91142857142857,1.0212221742518997,3.857142857142857,1.8485137260755249
U0003,2025-01-13,345.25,68.78,9.6,3.62,2.25,13.9,0,0,10.090000000000002,308.5233333333333,6.776666666666668,18.164285714285715,73.76142857142858,0.9324655447628682,3.801428571428571,0.9522710763256167
U0003,2025-01-14,370.51,73.18,9.35,2.28,2.37,16.82,1,0,9.9,331.53,12.383333333333335,17.722857142857144,73.45714285714287,0.9962270133491035,3.57,0.6386536732390105
U0003,2025-01-15,373.91,70.94,11.11,6.08,2.02,20.93,2,0,10.02,363.22333333333336,17.21666666666667,16.867142857142856,71.88714285714286,0.9868244488827498,3.9,1.5589703616144575
U0003,2025-01-16,341.82,73.92,7.51,7.15,1.49,29.71,3,0,9.323333333333332,362.08,22.486666666666668,17.931428571428572,71.95142857142856,1.027359584014671,4.707142857142857,1.5189649065995916
